,Answer,Gender,Center,Year,Days,ZipCode,GoStage1,GoStage2,GoStage3,SameBack,BackStage1,BackStage2,BackStage3,Fastest,Cheapest,Comfortable,OnlyOption,Environmental,Healthiest,OtherTrips,Other
768,1602,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8024,Scooter (or other micro-mobility devices) with renewable charging,FGC,,Yes,,,,Yes,Yes,No,No,No,No,No,
769,1603,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,5,17007,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,No,No,No,Yes,No,No,No,
770,1613,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8243,Bus,On foot,Bus,Yes,,,,No,Yes,Yes,No,No,No,No,
771,1614,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Third,4,8243,Bus,FGC,Underground,Yes,,,,No,No,No,Yes,No,No,No,
772,1615,Man,School of Engineering of Barcelona East (EEBE),First,5,8014,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
773,1616,Man,School of Engineering of Barcelona East (EEBE),Second,5,8214,Renfe,Underground,Tram,Yes,,,,Yes,Yes,No,No,No,No,No,
774,1618,Man,Barcelona School of Informatics (FIB),Third,5,8904,Underground,On foot,,No,Tram,On foot,,No,Yes,Yes,No,No,No,No,
775,1621,Man,School of Engineering of Barcelona East (EEBE),Fourth,4,8940,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
776,1624,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8017,Combustion or electric motorcycle with non-renewable source charging,Bicycle,,Yes,,,,Yes,No,No,No,No,No,No,
777,1629,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8224,Scooter (or other micro-mobility devices) with renewable charging,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,No,,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,No,No,No,No,No,No,
778,1635,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,7,8225,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
779,1636,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,5,8800,On foot,Renfe,On foot,Yes,,,,No,Yes,No,No,No,Yes,No,
780,1637,Man,Polytechnic University School of Building of Barcelona (EPSEB),Second,3,8029,Underground,,,Yes,,,,No,Yes,No,No,No,No,No,
781,1638,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8222,On foot,,,Yes,,,,No,No,No,Yes,No,Yes,No,
782,1640,Man,Faculty of Mathematics and Statistics (FME),Second,5,8860,On foot,Bus,,No,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,Yes,No,No,No,No,No,
783,1641,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8036,On foot,Bus,On foot,No,On foot,On foot,On foot,No,No,Yes,No,No,No,No,
784,1646,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,3,8800,On foot,On foot,On foot,Yes,,,,No,No,No,No,Yes,Yes,No,
785,1648,Woman,Barcelona School of Informatics (FIB),First,1,17411,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,No,
786,1649,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8911,Renfe,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
787,1651,Man,Barcelona School of Informatics (FIB),Fourth,5,8980,On foot,Bus,On foot,Yes,,,,No,Yes,Yes,No,No,No,No,
788,1652,Man,Faculty of Nautical of Barcelona (FNB),Second,5,8026,Bicycle,Bicycle,Bicycle,Yes,,,,Yes,Yes,No,No,No,No,No,
789,1657,Woman,Barcelona School of Informatics (FIB),Third,5,8038,Underground,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
790,1658,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,5,,On foot,,Renfe,Yes,,,,Yes,Yes,No,No,No,No,No,
791,1659,Man,School of Engineering of Barcelona East (EEBE),Third,1,8022,On foot,Underground,On foot,Yes,,,,Yes,No,No,No,No,No,No,
792,1661,Man,Barcelona School of Informatics (FIB),Second,4,,On foot,Renfe,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
793,1663,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8025,Bus,Tram,,No,Bus,On foot,,Yes,No,Yes,No,No,No,No,
794,1664,Woman,School of Engineering of Barcelona East (EEBE),Second,4,8930,Bus,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Tram,Yes,,,,Yes,No,No,No,No,No,No,
795,1665,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8015,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
796,1673,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8030,,Bus,,No,,Underground,,Yes,No,No,No,No,No,No,
797,1674,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,3,8029,On foot,Electric vehicle (with Zero label and renewable source charging),On foot,Yes,,,,No,No,No,No,No,No,Yes,
798,1675,Man,Barcelona School of Informatics (FIB),Third,5,8450,On foot,Renfe,Underground,Yes,,,,No,Yes,No,No,No,No,Yes,
799,1676,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,5,8840,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
800,1677,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,5,8902,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,Yes,No,No,No,No,No,
801,1678,Man,Faculty of Mathematics and Statistics (FME),First,5,8860,Underground,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,
802,1682,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,8035,On foot,Underground,,Yes,,,,No,Yes,No,No,No,No,No,
803,1685,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8029,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,Yes,
804,1686,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),First,5,8940,On foot,Renfe,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
805,1687,Man,Barcelona School of Informatics (FIB),Third,5,8038,Bus,Tram,On foot,No,Bus,Bus,,Yes,No,Yes,No,No,No,No,
806,1688,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8290,Bus,Renfe,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
807,1689,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8028,Underground,Underground,On foot,No,On foot,On foot,On foot,Yes,Yes,No,No,No,No,No,
808,1693,Man,School of Engineering of Barcelona East (EEBE),First,5,8027,Bicycle,Bicycle,Bicycle,Yes,,,,Yes,Yes,No,No,No,No,No,
809,1694,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8869,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
810,1695,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8029,On foot,Tram,,Yes,,,,Yes,No,Yes,No,No,No,No,
811,1696,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8028,On foot,Underground,,No,Tram,Bus,,Yes,No,Yes,No,No,No,No,
812,1699,Man,Barcelona School of Informatics (FIB),First,5,8026,On foot,Underground,On foot,Yes,,,,Yes,No,No,No,No,No,No,
813,1704,Man,Barcelona School of Informatics (FIB),Second,5,8295,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
814,1705,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,1,8038,On foot,FGC,,Yes,,,,Yes,Yes,No,No,No,No,No,
815,1709,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,4,8206,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,Yes,No,No,No,
816,1712,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,3,,,,,Yes,,,,No,No,No,No,No,Yes,No,
817,1714,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Second,5,8940,FGC,Renfe,On foot,Yes,,,,No,No,No,No,No,No,No,I do not have my own car
818,1715,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,1,,Tram,,,Yes,,,,Yes,No,Yes,No,No,No,No,
819,1717,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,8242,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
820,1720,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,5,8036,Underground,Renfe,,Yes,,,,Yes,Yes,No,No,No,No,No,
821,1723,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,2,8226,Bus,Scooter (or other micro-mobility devices) with renewable charging,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
822,1726,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,4,8950,Scooter (or other micro-mobility devices) with renewable charging,,,Yes,,,,Yes,No,No,No,Yes,No,No,
823,1727,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,4,8041,Underground,On foot,,No,On foot,Bus,On foot,No,No,Yes,No,No,No,No,
824,1730,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,3,8206,On foot,Bus,On foot,Yes,,,,No,No,No,Yes,No,No,No,
825,1732,Man,Polytechnic University School of Building of Barcelona (EPSEB),First,4,8105,Renfe,Underground,,No,Underground,,,No,No,No,Yes,No,No,No,"I live in Les Corts but work in the mornings in Sant Fost, and to go to the university I take Renfe and then the metro. After classes, I return home by metro"
826,1734,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8221,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
827,1735,Woman,School of Engineering of Barcelona East (EEBE),Third,4,8022,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
828,1738,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,5,8029,,,,Yes,,,,No,No,Yes,No,No,No,No,
829,1739,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,,Tram,Bus,,No,Bus,Bus,Bus,Yes,No,Yes,No,No,No,No,
830,1740,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,8786,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
831,1741,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8014,Bus,,,Yes,,,,Yes,No,No,No,No,No,No,
832,1742,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8174,On foot,FGC,,Yes,,,,Yes,Yes,No,No,No,No,No,
833,1743,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,17240,,,,Yes,,,,Yes,No,No,No,No,No,No,
834,1744,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,2,8222,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
835,1745,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,3,8015,Underground,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
836,1748,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Second,4,8812,,,On foot,Yes,,,,Yes,No,No,No,No,No,No,
837,1749,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,2,8720,Electric vehicle (with Zero label and renewable source charging),,,Yes,,,,Yes,Yes,No,No,No,No,No,
838,1750,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8221,On foot,,,Yes,,,,No,No,Yes,No,No,Yes,No,
839,1751,Man,School of Engineering of Barcelona East (EEBE),Second,3,8186,Bus,Underground,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
840,1752,Man,School of Architecture of Vallès (ETSAV),Third,5,8292,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,FGC,No,On foot,FGC,Bus,No,No,No,Yes,No,No,No,
841,1753,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8030,On foot,Bus,Underground,No,On foot,Underground,,Yes,No,Yes,No,No,No,No,
842,1754,Man,School of Engineering of Barcelona East (EEBE),First,5,8348,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
843,1757,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,8272,,,,Yes,,,,No,No,Yes,No,No,No,No,
844,1758,Woman,School of Engineering of Barcelona East (EEBE),First,5,8037,Underground,Underground,Underground,Yes,,,,Yes,No,No,No,No,No,No,
845,1763,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,5,8780,On foot,FGC,Bus,Yes,,,,No,Yes,Yes,No,No,No,No,
846,1767,Man,Barcelona School of Informatics (FIB),First,5,8005,On foot,Bus,On foot,Yes,,,,No,No,Yes,No,No,No,No,
847,1768,Man,Faculty of Mathematics and Statistics (FME),Third,5,8022,Bus,,,Yes,,,,Yes,Yes,No,No,No,No,No,
848,1776,Woman,School of Architecture of Vallès (ETSAV),Third,5,8232,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
849,1780,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8172,On foot,FGC,,Yes,,,,Yes,Yes,No,No,No,No,No,
850,1785,Man,School of Engineering of Barcelona East (EEBE),Fourth,1,8906,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
851,1788,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8222,On foot,FGC,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
852,1792,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,2,8950,Bus,Underground,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
853,1794,NR/DK,School of Architecture of Vallès (ETSAV),Fourth,2,8208,On foot,FGC,On foot,Yes,,,,No,No,No,Yes,No,No,No,
854,1795,Man,School of Engineering of Barcelona East (EEBE),Second,5,8031,On foot,Underground,Tram,Yes,,,,Yes,No,No,No,No,No,No,
855,1798,Man,Barcelona School of Informatics (FIB),Third,4,8350,Renfe,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,There is no other reason to use Renfe
856,1800,Man,School of Engineering of Barcelona East (EEBE),First,5,8912,Underground,,,Yes,,,,No,Yes,Yes,No,No,No,No,
857,1801,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8291,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
858,1804,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8222,On foot,,,Yes,,,,No,No,Yes,No,No,No,No,It's literally next door
859,1811,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8006,,,,Yes,,,,No,No,No,No,No,No,No,It is none of your business
860,1813,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8224,,,,Yes,,,,Yes,No,Yes,No,No,No,No,
861,1815,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8023,Bus,FGC,,Yes,,,,Yes,No,No,Yes,No,No,No,
862,1816,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8850,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
863,1817,Woman,Barcelona School of Informatics (FIB),First,1,8720,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,Yes,No,No,No,No,No,
864,1818,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8970,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
865,1821,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,2,8970,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,,,,Yes,Yes,No,No,No,No,No,
866,1823,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,1,8029,Underground,Underground,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
867,1825,Woman,Barcelona School of Informatics (FIB),First,4,8902,Underground,Underground,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
868,1826,Man,Faculty of Mathematics and Statistics (FME),First,5,8903,On foot,On foot,On foot,Yes,,,,No,No,No,No,No,Yes,No,
869,1830,Man,Barcelona School of Informatics (FIB),First,4,8013,Underground,,,Yes,,,,No,No,Yes,No,No,No,No,
870,1831,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8440,Bus,Renfe,On foot,Yes,,,,No,No,No,Yes,No,No,No,
871,1833,Man,Faculty of Nautical of Barcelona (FNB),Second,2,8037,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
872,1834,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8860,Electric vehicle (with Zero label and renewable source charging),Bus,On foot,No,Bus,On foot,Scooter (or other micro-mobility devices) with renewable charging,No,Yes,No,No,No,No,No,
873,1838,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8028,On foot,,,Yes,,,,No,No,No,No,Yes,Yes,No,
874,1839,Man,School of Engineering of Barcelona East (EEBE),Fourth,1,17252,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,No,No,No,Yes,No,No,No,
875,1840,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,,Scooter (or other micro-mobility devices) with renewable charging,On foot,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
876,1841,Man,School of Engineering of Barcelona East (EEBE),First,5,8912,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
877,1843,Man,Polytechnic University School of Building of Barcelona (EPSEB),Second,3,8460,,,,Yes,,,,No,No,No,No,No,No,No,"There is no option for a vehicle that is not hybrid, with which many students also come"
878,1844,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,5,8024,On foot,Bus,On foot,Yes,,,,No,No,Yes,No,No,No,No,
879,1846,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8173,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,No,
880,1847,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8014,Underground,Underground,Underground,No,On foot,On foot,On foot,No,No,No,No,No,Yes,No,
881,1849,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,2,8015,On foot,On foot,On foot,Yes,,,,Yes,No,No,No,No,No,No,
882,1850,Man,Barcelona School of Informatics (FIB),Third,4,8840,On foot,Bus,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
883,1852,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8222,On foot,,,Yes,,,,No,No,No,No,No,No,No,"I live next door, in a student apartment, but every week we go and come back from Lleida in a private vehicle (Gasoline)"
884,1854,Man,Barcelona School of Informatics (FIB),Fourth,2,8913,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
885,1855,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8391,Bus,Renfe,Bus,Yes,,,,No,No,No,No,No,No,No,faster if I want to avoid finding many people or avoid taking Renfe
886,1857,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,4,8792,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,Yes,No,No,Yes,
887,1858,Man,Polytechnic School of Engineering of Manresa (EPSEM),Second,4,8242,On foot,On foot,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
888,1861,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,5,8860,On foot,Renfe,,No,On foot,,,Yes,Yes,No,No,No,No,No,
889,1862,Woman,School of Architecture of Vallès (ETSAV),Fourth,2,8915,On foot,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,No,Yes,No,No,No,No,No,
890,1863,Man,Polytechnic School of Engineering of Manresa (EPSEM),Second,5,8242,On foot,On foot,On foot,Yes,,,,No,No,No,Yes,No,No,No,
891,1865,Man,Barcelona School of Informatics (FIB),First,5,8800,Bus,Underground,On foot,Yes,,,,No,No,Yes,No,No,No,No,
892,1866,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,1,8980,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,No,
893,1867,Woman,Barcelona School of Informatics (FIB),First,4,8004,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
894,1868,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,4,8620,On foot,FGC,On foot,Yes,,,,Yes,No,No,No,No,No,No,
895,1870,Woman,Faculty of Nautical of Barcelona (FNB),Third,4,8787,Combustion or electric motorcycle with non-renewable source charging,Bus,Underground,Yes,,,,No,No,No,Yes,No,No,No,
896,1872,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8191,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
897,1875,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,8820,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
898,1876,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,5,8029,Underground,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,
899,1877,Woman,Barcelona School of Informatics (FIB),Fourth,4,8290,On foot,Renfe,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
900,1879,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,3,8530,,,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,No,No,Yes,No,No,No,Yes,
901,1880,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8940,On foot,Underground,On foot,No,Tram,On foot,,Yes,No,No,No,No,No,No,
902,1881,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,4,8222,On foot,,,Yes,,,,No,No,No,Yes,No,No,No,
903,1884,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8028,On foot,On foot,,Yes,,,,Yes,No,No,No,No,Yes,No,
904,1885,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8223,On foot,,,Yes,,,,No,No,No,No,No,Yes,No,
905,1886,Man,School of Engineering of Barcelona East (EEBE),Third,4,8348,Bus,Renfe,Tram,Yes,,,,No,No,No,Yes,No,No,No,
906,1887,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,2,8035,On foot,Underground,,No,Underground,,,Yes,No,No,No,No,No,No,
907,1888,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Second,3,8036,Bus,,,No,Underground,,,Yes,No,No,No,No,No,No,
908,1889,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,4,8026,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
909,1891,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8029,On foot,Tram,,Yes,,,,No,No,Yes,No,No,No,No,
910,1893,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),First,4,8015,On foot,FGC,Bus,No,On foot,Renfe,On foot,Yes,No,Yes,No,No,No,No,
911,1894,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,4,8036,Underground,Underground,,No,Bus,,,No,Yes,No,No,Yes,No,No,
912,1895,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,1,8028,On foot,,,Yes,,,,Yes,Yes,No,No,No,No,No,
913,1896,Man,School of Engineering of Barcelona East (EEBE),Fourth,4,8025,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,Yes,No,No,No,No,No,Yes,
914,1897,Woman,School of Engineering of Barcelona East (EEBE),Fourth,4,8034,FGC,On foot,Underground,Yes,,,,No,No,Yes,Yes,No,No,No,
915,1898,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,2,8901,On foot,Bus,,Yes,,,,No,Yes,No,No,No,No,No,
916,1902,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8029,Tram,,,Yes,,,,Yes,No,No,No,No,No,No,
917,1903,Man,Barcelona School of Informatics (FIB),First,1,25200,Combustion or electric motorcycle with non-renewable source charging,On foot,,Yes,,,,Yes,No,No,Yes,No,No,No,
