,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
1096,22-23,230 ETSETB,Cambrils,43850,2
1097,22-23,230 ETSETB,Canet de M,8360,3
1098,22-23,230 ETSETB,Canovelles,8420,2
1099,22-23,230 ETSETB,Canyelles,8042,1
1100,22-23,230 ETSETB,Cardedeu,8440,3
1101,22-23,230 ETSETB,Cassà de l,17244,1
1102,22-23,230 ETSETB,Castellar ,8211,1
1103,22-23,230 ETSETB,Castellbis,8755,4
1104,22-23,230 ETSETB,Castelldef,8860,20
1105,22-23,230 ETSETB,Castellet ,8729,1
1106,22-23,230 ETSETB,Castelló d,17486,1
1107,22-23,230 ETSETB,Castelló d,17487,1
1108,22-23,230 ETSETB,Castell-Pl,17250,1
1109,22-23,230 ETSETB,Castellví ,8769,2
1110,22-23,230 ETSETB,Centelles,8540,1
1111,22-23,230 ETSETB,Cerdanyola,8193,2
1112,22-23,230 ETSETB,Cerdanyola,8290,13
1113,22-23,230 ETSETB,Cervelló,8758,2
1114,22-23,230 ETSETB,Collbató,8293,1
1115,22-23,230 ETSETB,Corbera de,8757,5
1116,22-23,230 ETSETB,Cornellà d,8940,25
1117,22-23,230 ETSETB,Cubelles,8730,1
1118,22-23,230 ETSETB,Cubelles,8880,2
1119,22-23,230 ETSETB,Cunit,43881,1
1120,22-23,230 ETSETB,Eivissa,7800,1
1121,22-23,230 ETSETB,El Masnou,8320,12
1122,22-23,230 ETSETB,El Pont de,8254,1
1123,22-23,230 ETSETB,El Pont de,25520,1
1124,22-23,230 ETSETB,El Prat de,8820,15
1125,22-23,230 ETSETB,El Vendrel,43700,1
1126,22-23,230 ETSETB,Esparregue,8292,5
1127,22-23,230 ETSETB,Esplugues ,8950,26
1128,22-23,230 ETSETB,Figueres,17600,4
1129,22-23,230 ETSETB,Folguerole,8519,1
1130,22-23,230 ETSETB,Forallac,17111,1
1131,22-23,230 ETSETB,Fraga,22520,1
1132,22-23,230 ETSETB,Franqueses,8520,2
1133,22-23,230 ETSETB,Franqueses,8521,1
1134,22-23,230 ETSETB,Gavà,8850,9
1135,22-23,230 ETSETB,Girona,17003,2
1136,22-23,230 ETSETB,Girona,17005,1
1137,22-23,230 ETSETB,Girona,17006,1
1138,22-23,230 ETSETB,Granollers,8401,6
1139,22-23,230 ETSETB,Granollers,8402,4
1140,22-23,230 ETSETB,Guissona,25210,1
1141,22-23,230 ETSETB,Hospitalet,8023,1
1142,22-23,230 ETSETB,Hospitalet,8460,1
1143,22-23,230 ETSETB,Hospitalet,8901,11
1144,22-23,230 ETSETB,Hospitalet,8902,17
1145,22-23,230 ETSETB,Hospitalet,8903,10
1146,22-23,230 ETSETB,Hospitalet,8904,7
1147,22-23,230 ETSETB,Hospitalet,8905,3
1148,22-23,230 ETSETB,Hospitalet,8906,10
1149,22-23,230 ETSETB,Hospitalet,8907,2
1150,22-23,230 ETSETB,Hospitalet,8908,1
1151,22-23,230 ETSETB,Huelva,21001,1
1152,22-23,230 ETSETB,Igualada,8700,12
1153,22-23,230 ETSETB,Irun,20303,1
1154,22-23,230 ETSETB,Jafre,17143,1
1155,22-23,230 ETSETB,Juneda,25430,1
1156,22-23,230 ETSETB,La Canonja,43110,1
1157,22-23,230 ETSETB,La Llagost,8120,2
1158,22-23,230 ETSETB,La Palma d,8756,1
1159,22-23,230 ETSETB,La Pobla d,43140,1
1160,22-23,230 ETSETB,La Rambla,14540,1
1161,22-23,230 ETSETB,La Roca de,8430,2
1162,22-23,230 ETSETB,La Torre d,8789,2
1163,22-23,230 ETSETB,Limpias,39820,1
1164,22-23,230 ETSETB,Lleida,25003,1
1165,22-23,230 ETSETB,Lliçà d'Am,8186,1
1166,22-23,230 ETSETB,Llinars de,8450,1
1167,22-23,230 ETSETB,Malgrat de,8380,1
1168,22-23,230 ETSETB,Manresa,8241,4
1169,22-23,230 ETSETB,Manresa,8242,4
1170,22-23,230 ETSETB,Manresa,8243,4
1171,22-23,230 ETSETB,Martorell,8760,8
1172,22-23,230 ETSETB,Martorelle,8107,2
1173,22-23,230 ETSETB,Masquefa,8783,2
1174,22-23,230 ETSETB,Matadepera,8032,1
1175,22-23,230 ETSETB,Matadepera,8230,2
1176,22-23,230 ETSETB,Mataró,8023,1
1177,22-23,230 ETSETB,Mataró,8301,2
1178,22-23,230 ETSETB,Mataró,8302,5
1179,22-23,230 ETSETB,Mataró,8303,2
1180,22-23,230 ETSETB,Mataró,8304,4
1181,22-23,230 ETSETB,Molins de ,8750,5
1182,22-23,230 ETSETB,Mollet del,8100,14
1183,22-23,230 ETSETB,Montblanc,43400,1
1184,22-23,230 ETSETB,Montcada i,8110,5
1185,22-23,230 ETSETB,Montgat,8390,1
1186,22-23,230 ETSETB,Olesa de M,8640,3
1187,22-23,230 ETSETB,Oliana,25790,1
1188,22-23,230 ETSETB,Oliva,46780,1
1189,22-23,230 ETSETB,Olivella,8818,1
1190,22-23,230 ETSETB,Olot,17800,3
1191,22-23,230 ETSETB,Palafolls,8389,1
1192,22-23,230 ETSETB,Palamós,17230,1
1193,22-23,230 ETSETB,Pals,17256,1
1194,22-23,230 ETSETB,Pamplona,31008,1
1195,22-23,230 ETSETB,Parets del,8150,6
1196,22-23,230 ETSETB,Piera,8784,1
1197,22-23,230 ETSETB,Pineda de ,8397,1
1198,22-23,230 ETSETB,Porqueres,17834,1
1199,22-23,230 ETSETB,Portbou,17497,1
1200,22-23,230 ETSETB,Premià de ,8330,1
1201,22-23,230 ETSETB,Premià de ,8338,2
1202,22-23,230 ETSETB,Puigcerdà,17520,2
1203,22-23,230 ETSETB,Puigdàlber,8202,1
1204,22-23,230 ETSETB,Reus,43202,1
1205,22-23,230 ETSETB,Reus,43203,1
1206,22-23,230 ETSETB,Reus,43205,1
1207,22-23,230 ETSETB,Reus,43206,1
1208,22-23,230 ETSETB,Ribes de F,17534,1
1209,22-23,230 ETSETB,Ripoll,17500,1
1210,22-23,230 ETSETB,Ripollet,8291,6
1211,22-23,230 ETSETB,Riudoms,43330,1
1212,22-23,230 ETSETB,Rodonyà,43812,1
1213,22-23,230 ETSETB,Roquetes,43520,1
1214,22-23,230 ETSETB,Rubí,8191,3
1215,22-23,230 ETSETB,Sabadell,8201,5
1216,22-23,230 ETSETB,Sabadell,8202,3
1217,22-23,230 ETSETB,Sabadell,8203,3
1218,22-23,230 ETSETB,Sabadell,8204,2
1219,22-23,230 ETSETB,Sabadell,8205,4
1220,22-23,230 ETSETB,Sabadell,8206,7
1221,22-23,230 ETSETB,Sabadell,8207,1
1222,22-23,230 ETSETB,Sabadell,8208,4
1223,22-23,230 ETSETB,Sant Adrià,8930,5
1224,22-23,230 ETSETB,Sant Andre,8392,4
1225,22-23,230 ETSETB,Sant Andre,8740,10
1226,22-23,230 ETSETB,Sant Anton,8459,1
1227,22-23,230 ETSETB,Sant Boi d,8830,12
1228,22-23,230 ETSETB,Sant Celon,8470,1
1229,22-23,230 ETSETB,Sant Clime,8849,1
1230,22-23,230 ETSETB,Sant Cugat,1873,1
1231,22-23,230 ETSETB,Sant Cugat,8172,16
1232,22-23,230 ETSETB,Sant Cugat,8173,19
1233,22-23,230 ETSETB,Sant Cugat,8174,2
1234,22-23,230 ETSETB,Sant Cugat,8190,1
1235,22-23,230 ETSETB,Sant Cugat,8191,1
1236,22-23,230 ETSETB,Sant Cugat,8195,16
1237,22-23,230 ETSETB,Sant Cugat,8197,5
1238,22-23,230 ETSETB,Sant Cugat,8198,2
1239,22-23,230 ETSETB,Sant Estev,8013,1
1240,22-23,230 ETSETB,Sant Estev,8635,2
1241,22-23,230 ETSETB,Sant Feliu,8980,18
1242,22-23,230 ETSETB,Sant Feliu,17220,1
1243,22-23,230 ETSETB,Sant Fruit,8272,1
1244,22-23,230 ETSETB,Sant Joan ,8907,1
1245,22-23,230 ETSETB,Sant Joan ,8970,16
1246,22-23,230 ETSETB,Sant Joan ,17857,2
1247,22-23,230 ETSETB,Sant Just ,8960,14
1248,22-23,230 ETSETB,Sant Llore,8791,1
1249,22-23,230 ETSETB,Sant Martí,8712,1
1250,22-23,230 ETSETB,Sant Pere ,8776,1
1251,22-23,230 ETSETB,Sant Pere ,8810,2
1252,22-23,230 ETSETB,Sant Pol d,8395,1
1253,22-23,230 ETSETB,Sant Quirz,8192,5
1254,22-23,230 ETSETB,Sant Sadur,8770,5
1255,22-23,230 ETSETB,Sant Salva,8253,1
1256,22-23,230 ETSETB,Sant Vicen,8295,2
1257,22-23,230 ETSETB,Sant Vicen,8620,6
1258,22-23,230 ETSETB,Santa Colo,8690,2
1259,22-23,230 ETSETB,Santa Colo,8921,4
1260,22-23,230 ETSETB,Santa Colo,8922,1
1261,22-23,230 ETSETB,Santa Colo,8923,5
1262,22-23,230 ETSETB,Santa Colo,8924,4
1263,22-23,230 ETSETB,Santa Colo,43420,1
1264,22-23,230 ETSETB,Santa Eulà,8187,1
1265,22-23,230 ETSETB,Santa Marg,8710,1
1266,22-23,230 ETSETB,Santa Marg,8730,1
1267,22-23,230 ETSETB,Santa Perp,8130,3
1268,22-23,230 ETSETB,Santpedor,8251,4
1269,22-23,230 ETSETB,Sense Info,99999,13
1270,22-23,230 ETSETB,Sitges,8860,2
1271,22-23,230 ETSETB,Sitges,8870,4
1272,22-23,230 ETSETB,Subirats,8770,1
1273,22-23,230 ETSETB,Súria,8260,1
1274,22-23,230 ETSETB,Taradell,8552,2
1275,22-23,230 ETSETB,Tarragona,43005,1
1276,22-23,230 ETSETB,Tarragona,43006,1
1277,22-23,230 ETSETB,Tarragona,43008,1
1278,22-23,230 ETSETB,Tarragona,43110,1
1279,22-23,230 ETSETB,Tavertet,8006,1
1280,22-23,230 ETSETB,Teià,8329,1
1281,22-23,230 ETSETB,Terrassa,8221,5
1282,22-23,230 ETSETB,Terrassa,8222,6
1283,22-23,230 ETSETB,Terrassa,8223,1
1284,22-23,230 ETSETB,Terrassa,8224,5
1285,22-23,230 ETSETB,Terrassa,8225,4
1286,22-23,230 ETSETB,Terrassa,8226,3
1287,22-23,230 ETSETB,Terrassa,8227,1
1288,22-23,230 ETSETB,Terrassa,8228,2
1289,22-23,230 ETSETB,Tiana,8391,3
1290,22-23,230 ETSETB,Tordera,8490,2
1291,22-23,230 ETSETB,Torelló,8570,1
1292,22-23,230 ETSETB,Torredemba,43830,2
1293,22-23,230 ETSETB,Torrelavit,8775,1
1294,22-23,230 ETSETB,Torrelles ,8629,1
1295,22-23,230 ETSETB,Vacarisses,8233,1
1296,22-23,230 ETSETB,Valencia,46010,1
1297,22-23,230 ETSETB,Vallirana,8759,4
1298,22-23,230 ETSETB,Vall-llobr,17253,1
1299,22-23,230 ETSETB,Valls,43800,3
1300,22-23,230 ETSETB,Vic,8500,4
1301,22-23,230 ETSETB,Viladecans,8840,12
1302,22-23,230 ETSETB,Viladecava,8232,3
1303,22-23,230 ETSETB,Vilafranca,8720,15
1304,22-23,230 ETSETB,Vilafranca,17230,1
1305,22-23,230 ETSETB,Vilanova d,8410,1
1306,22-23,230 ETSETB,Vilanova d,8788,1
1307,22-23,230 ETSETB,Vilanova d,36620,1
1308,22-23,230 ETSETB,Vilanova i,8800,10
1309,22-23,230 ETSETB,Vila-real,12540,1
1310,22-23,230 ETSETB,Vila-seca,43480,1
1311,22-23,230 ETSETB,Vilassar d,8339,4
1312,22-23,230 ETSETB,Vilassar d,8340,2
1313,22-23,230 ETSETB,Vinaròs,12500,1
1314,22-23,240 ETSEIB,Abrera,8630,3
1315,22-23,240 ETSEIB,Alella,8328,3
1316,22-23,240 ETSEIB,Almoster,43393,2
1317,22-23,240 ETSEIB,Altafulla,43893,3
1318,22-23,240 ETSEIB,Ametlla de,8023,2
1319,22-23,240 ETSEIB,Ametlla de,8480,6
1320,22-23,240 ETSEIB,Amposta,43870,2
1321,22-23,240 ETSEIB,Andoain,20140,1
1322,22-23,240 ETSEIB,Arenys de ,8350,4
1323,22-23,240 ETSEIB,Argentona,8310,7
1324,22-23,240 ETSEIB,Avinyó,8279,2
1325,22-23,240 ETSEIB,Avinyonet ,17742,1
1326,22-23,240 ETSEIB,Badalona,8034,1
1327,22-23,240 ETSEIB,Badalona,8911,13
1328,22-23,240 ETSEIB,Badalona,8912,13
1329,22-23,240 ETSEIB,Badalona,8913,4
1330,22-23,240 ETSEIB,Badalona,8914,1
1331,22-23,240 ETSEIB,Badalona,8915,1
1332,22-23,240 ETSEIB,Badalona,8916,1
1333,22-23,240 ETSEIB,Badalona,8917,13
1334,22-23,240 ETSEIB,Badalona,8918,5
1335,22-23,240 ETSEIB,Bagà,8695,1
1336,22-23,240 ETSEIB,Balaguer,8028,1
1337,22-23,240 ETSEIB,Balaguer,25600,1
1338,22-23,240 ETSEIB,Balenyà,8550,1
1339,22-23,240 ETSEIB,Barbastro,22300,1
1340,22-23,240 ETSEIB,Barberà de,8210,1
1341,22-23,240 ETSEIB,Barcelona,7181,1
1342,22-23,240 ETSEIB,Barcelona,8001,17
1343,22-23,240 ETSEIB,Barcelona,8002,14
1344,22-23,240 ETSEIB,Barcelona,8003,10
1345,22-23,240 ETSEIB,Barcelona,8004,23
1346,22-23,240 ETSEIB,Barcelona,8005,40
1347,22-23,240 ETSEIB,Barcelona,8006,75
1348,22-23,240 ETSEIB,Barcelona,8007,8
1349,22-23,240 ETSEIB,Barcelona,8008,16
1350,22-23,240 ETSEIB,Barcelona,8009,14
1351,22-23,240 ETSEIB,Barcelona,8010,13
1352,22-23,240 ETSEIB,Barcelona,8011,30
1353,22-23,240 ETSEIB,Barcelona,8012,28
1354,22-23,240 ETSEIB,Barcelona,8013,43
1355,22-23,240 ETSEIB,Barcelona,8014,47
1356,22-23,240 ETSEIB,Barcelona,8015,67
1357,22-23,240 ETSEIB,Barcelona,8016,15
1358,22-23,240 ETSEIB,Barcelona,8017,153
1359,22-23,240 ETSEIB,Barcelona,8018,25
1360,22-23,240 ETSEIB,Barcelona,8019,21
1361,22-23,240 ETSEIB,Barcelona,8020,10
1362,22-23,240 ETSEIB,Barcelona,8021,88
1363,22-23,240 ETSEIB,Barcelona,8022,117
1364,22-23,240 ETSEIB,Barcelona,8023,76
1365,22-23,240 ETSEIB,Barcelona,8024,39
1366,22-23,240 ETSEIB,Barcelona,8025,40
1367,22-23,240 ETSEIB,Barcelona,8026,28
1368,22-23,240 ETSEIB,Barcelona,8027,24
1369,22-23,240 ETSEIB,Barcelona,8028,243
1370,22-23,240 ETSEIB,Barcelona,8029,108
1371,22-23,240 ETSEIB,Barcelona,8030,29
1372,22-23,240 ETSEIB,Barcelona,8031,28
1373,22-23,240 ETSEIB,Barcelona,8032,22
1374,22-23,240 ETSEIB,Barcelona,8034,147
1375,22-23,240 ETSEIB,Barcelona,8035,20
1376,22-23,240 ETSEIB,Barcelona,8036,50
1377,22-23,240 ETSEIB,Barcelona,8037,23
1378,22-23,240 ETSEIB,Barcelona,8038,12
1379,22-23,240 ETSEIB,Barcelona,8041,19
1380,22-23,240 ETSEIB,Barcelona,8042,11
1381,22-23,240 ETSEIB,Barcelona,8084,1
1382,22-23,240 ETSEIB,Barcelona,8150,1
1383,22-23,240 ETSEIB,Barcelona,8184,1
1384,22-23,240 ETSEIB,Barcelona,8195,1
1385,22-23,240 ETSEIB,Barcelona,8208,1
1386,22-23,240 ETSEIB,Barcelona,8302,1
1387,22-23,240 ETSEIB,Barcelona,8720,1
1388,22-23,240 ETSEIB,Barcelona,8901,3
1389,22-23,240 ETSEIB,Barcelona,8903,1
1390,22-23,240 ETSEIB,Barcelona,8904,1
1391,22-23,240 ETSEIB,Barcelona,8906,1
1392,22-23,240 ETSEIB,Barcelona,8911,1
1393,22-23,240 ETSEIB,Barcelona,8924,1
1394,22-23,240 ETSEIB,Barcelona,8928,1
1395,22-23,240 ETSEIB,Barcelona,8930,1
1396,22-23,240 ETSEIB,Barcelona,8950,2
1397,22-23,240 ETSEIB,Barcelona,8980,1
1398,22-23,240 ETSEIB,Barcelona,17730,1
1399,22-23,240 ETSEIB,Barcelona,27600,1
1400,22-23,240 ETSEIB,Barcelona,29016,1
1401,22-23,240 ETSEIB,Barcelona,43202,1
1402,22-23,240 ETSEIB,Begues,8859,4
1403,22-23,240 ETSEIB,Benigànim,46830,1
1404,22-23,240 ETSEIB,Blanes,17300,4
1405,22-23,240 ETSEIB,Breda,17400,3
1406,22-23,240 ETSEIB,Cabrera de,8349,3
1407,22-23,240 ETSEIB,Cabrils,8348,7
1408,22-23,240 ETSEIB,Calafell,43820,1
1409,22-23,240 ETSEIB,Caldes de ,8140,12
1410,22-23,240 ETSEIB,Caldes d'E,8393,1
1411,22-23,240 ETSEIB,Calella,8370,8
1412,22-23,240 ETSEIB,Calldetene,8506,1
1413,22-23,240 ETSEIB,Calonge,17252,1
1414,22-23,240 ETSEIB,Camarles,43894,1
1415,22-23,240 ETSEIB,Cambrils,43850,5
1416,22-23,240 ETSEIB,Canet de M,8360,2
1417,22-23,240 ETSEIB,Cardedeu,8440,6
1418,22-23,240 ETSEIB,Castellar ,8211,2
1419,22-23,240 ETSEIB,Castellbis,8755,6
1420,22-23,240 ETSEIB,Castelldef,8860,26
1421,22-23,240 ETSEIB,Castellfol,8283,1
1422,22-23,240 ETSEIB,Castellón ,12100,1
1423,22-23,240 ETSEIB,Castell-Pl,17250,1
1424,22-23,240 ETSEIB,Castellví ,8769,1
1425,22-23,240 ETSEIB,Centelles,8540,5
1426,22-23,240 ETSEIB,Cerdanyola,8193,5
1427,22-23,240 ETSEIB,Cerdanyola,8290,12
1428,22-23,240 ETSEIB,Cervelló,8758,2
1429,22-23,240 ETSEIB,Ciutadella,7760,1
1430,22-23,240 ETSEIB,Collbató,8293,1
1431,22-23,240 ETSEIB,Corbera de,8757,2
1432,22-23,240 ETSEIB,Cornellà d,8940,31
1433,22-23,240 ETSEIB,Cornudella,43360,1
1434,22-23,240 ETSEIB,Cubelles,8880,4
1435,22-23,240 ETSEIB,Cunit,43881,2
1436,22-23,240 ETSEIB,Donostia,20009,1
1437,22-23,240 ETSEIB,Dosrius,8319,1
1438,22-23,240 ETSEIB,Eivissa,7800,2
1439,22-23,240 ETSEIB,El Catllar,43764,1
1440,22-23,240 ETSEIB,El Masnou,8320,23
1441,22-23,240 ETSEIB,El Morell,43760,1
1442,22-23,240 ETSEIB,El Pont de,25520,2
1443,22-23,240 ETSEIB,El Prat de,8110,1
1444,22-23,240 ETSEIB,El Prat de,8820,13
1445,22-23,240 ETSEIB,El Vendrel,43700,1
1446,22-23,240 ETSEIB,Esparregue,8292,10
1447,22-23,240 ETSEIB,Esplugues ,8950,41
1448,22-23,240 ETSEIB,"Esquirol, ",8511,1
1449,22-23,240 ETSEIB,Estella-Li,31200,1
1450,22-23,240 ETSEIB,Felanitx,7200,1
1451,22-23,240 ETSEIB,Ferreries,7750,2
1452,22-23,240 ETSEIB,Figueres,17600,1
1453,22-23,240 ETSEIB,Fontcobert,17833,1
1454,22-23,240 ETSEIB,Font-rubí,8736,2
1455,22-23,240 ETSEIB,Fornells d,17458,1
1456,22-23,240 ETSEIB,Franqueses,8520,10
1457,22-23,240 ETSEIB,Franqueses,8521,1
1458,22-23,240 ETSEIB,Gandia,46702,1
1459,22-23,240 ETSEIB,Garrigàs,17476,1
1460,22-23,240 ETSEIB,Gavà,8850,18
1461,22-23,240 ETSEIB,Gelida,8790,2
1462,22-23,240 ETSEIB,Girona,17002,3
1463,22-23,240 ETSEIB,Girona,17003,7
1464,22-23,240 ETSEIB,Girona,17004,4
1465,22-23,240 ETSEIB,Girona,17005,2
1466,22-23,240 ETSEIB,Girona,17007,3
1467,22-23,240 ETSEIB,Girona,17458,1
1468,22-23,240 ETSEIB,Granollers,8401,11
1469,22-23,240 ETSEIB,Granollers,8402,14
1470,22-23,240 ETSEIB,Granollers,8403,3
1471,22-23,240 ETSEIB,Gualba,8474,1
1472,22-23,240 ETSEIB,Gurb,8503,2
1473,22-23,240 ETSEIB,Hospitalet,8028,3
1474,22-23,240 ETSEIB,Hospitalet,8901,16
1475,22-23,240 ETSEIB,Hospitalet,8902,19
1476,22-23,240 ETSEIB,Hospitalet,8903,17
1477,22-23,240 ETSEIB,Hospitalet,8904,10
1478,22-23,240 ETSEIB,Hospitalet,8905,9
1479,22-23,240 ETSEIB,Hospitalet,8906,11
1480,22-23,240 ETSEIB,Hospitalet,8907,6
1481,22-23,240 ETSEIB,Hostalets ,8781,2
1482,22-23,240 ETSEIB,Hostalets ,13124,1
1483,22-23,240 ETSEIB,Igualada,8700,23
1484,22-23,240 ETSEIB,La Canonja,43110,1
1485,22-23,240 ETSEIB,La Garriga,8530,15
1486,22-23,240 ETSEIB,La Palma d,8756,1
1487,22-23,240 ETSEIB,La Pobla d,43761,1
1488,22-23,240 ETSEIB,La Roca de,8430,3
1489,22-23,240 ETSEIB,La Torre d,8789,1
1490,22-23,240 ETSEIB,L'Aleixar,43381,2
1491,22-23,240 ETSEIB,Linyola,25240,1
1492,22-23,240 ETSEIB,Llançà,17490,1
1493,22-23,240 ETSEIB,Lleida,25003,1
1494,22-23,240 ETSEIB,Lleida,25004,1
1495,22-23,240 ETSEIB,Lleida,25006,1
1496,22-23,240 ETSEIB,Lliçà d'Am,8186,5
1497,22-23,240 ETSEIB,Lliçà de V,8185,3
1498,22-23,240 ETSEIB,Llinars de,8450,2
1499,22-23,240 ETSEIB,Lloret de ,17310,2
1500,22-23,240 ETSEIB,Logroño,26002,1
1501,22-23,240 ETSEIB,Logroño,26003,1
1502,22-23,240 ETSEIB,Maçanet de,17412,1
1503,22-23,240 ETSEIB,Madrid,28030,1
1504,22-23,240 ETSEIB,Malgrat de,8380,2
1505,22-23,240 ETSEIB,Malla,8522,1
1506,22-23,240 ETSEIB,Manresa,8240,2
1507,22-23,240 ETSEIB,Manresa,8241,1
1508,22-23,240 ETSEIB,Manresa,8242,5
1509,22-23,240 ETSEIB,Manresa,8243,2
1510,22-23,240 ETSEIB,Marganell,8296,2
1511,22-23,240 ETSEIB,Marratxí,7141,1
1512,22-23,240 ETSEIB,Martorell,8760,11
1513,22-23,240 ETSEIB,Martorelle,8107,5
1514,22-23,240 ETSEIB,Masies de ,8508,1
1515,22-23,240 ETSEIB,Maspujols,43381,1
1516,22-23,240 ETSEIB,Masquefa,8783,1
1517,22-23,240 ETSEIB,Matadepera,8230,2
1518,22-23,240 ETSEIB,Mataró,8301,8
1519,22-23,240 ETSEIB,Mataró,8302,12
1520,22-23,240 ETSEIB,Mataró,8303,8
1521,22-23,240 ETSEIB,Mataró,8304,7
1522,22-23,240 ETSEIB,Menàrguens,25139,1
1523,22-23,240 ETSEIB,Moià,8180,4
1524,22-23,240 ETSEIB,Molins de ,8750,8
1525,22-23,240 ETSEIB,Mollet del,8100,22
1526,22-23,240 ETSEIB,Monistrol ,8691,1
1527,22-23,240 ETSEIB,Montcada i,8110,7
1528,22-23,240 ETSEIB,Montgat,8390,10
1529,22-23,240 ETSEIB,Montmeló,8160,3
1530,22-23,240 ETSEIB,Montornès ,8170,2
1531,22-23,240 ETSEIB,Móra d'Ebr,43740,3
1532,22-23,240 ETSEIB,Muntanyola,8529,1
1533,22-23,240 ETSEIB,Navarcles,8270,3
1534,22-23,240 ETSEIB,Òdena,8711,3
1535,22-23,240 ETSEIB,Olèrdola,8734,1
1536,22-23,240 ETSEIB,Olesa de M,8640,11
1537,22-23,240 ETSEIB,Olot,17800,3
1538,22-23,240 ETSEIB,Orís,8573,1
1539,22-23,240 ETSEIB,Oviedo,33011,1
1540,22-23,240 ETSEIB,Pacs del P,8796,1
1541,22-23,240 ETSEIB,Palafolls,8389,1
1542,22-23,240 ETSEIB,Palafrugel,17200,1
1543,22-23,240 ETSEIB,Palau-soli,8184,1
1544,22-23,240 ETSEIB,Pallejà,8735,1
1545,22-23,240 ETSEIB,Pallejà,8753,1
1546,22-23,240 ETSEIB,Pallejà,8780,4
1547,22-23,240 ETSEIB,Palma de M,7005,1
1548,22-23,240 ETSEIB,Palma de M,7014,1
1549,22-23,240 ETSEIB,Parets del,8150,4
1550,22-23,240 ETSEIB,Peralada,17491,1
1551,22-23,240 ETSEIB,Piélagos,39478,1
1552,22-23,240 ETSEIB,Piera,8784,2
1553,22-23,240 ETSEIB,Pineda de ,8397,4
1554,22-23,240 ETSEIB,Pozuelo de,28223,1
1555,22-23,240 ETSEIB,Premià de ,8330,9
1556,22-23,240 ETSEIB,Premià de ,8338,16
1557,22-23,240 ETSEIB,Prullans,25727,1
1558,22-23,240 ETSEIB,Quart,17242,1
1559,22-23,240 ETSEIB,Reus,43201,1
1560,22-23,240 ETSEIB,Reus,43202,3
1561,22-23,240 ETSEIB,Reus,43203,2
1562,22-23,240 ETSEIB,Reus,43204,1
1563,22-23,240 ETSEIB,Riells i V,17404,1
1564,22-23,240 ETSEIB,Ripoll,17500,1
1565,22-23,240 ETSEIB,Ripollet,8291,5
1566,22-23,240 ETSEIB,Rodonyà,43812,1
1567,22-23,240 ETSEIB,Roses,17480,1
1568,22-23,240 ETSEIB,Rubí,8191,3
1569,22-23,240 ETSEIB,Sabadell,8201,4
1570,22-23,240 ETSEIB,Sabadell,8202,7
1571,22-23,240 ETSEIB,Sabadell,8203,2
1572,22-23,240 ETSEIB,Sabadell,8204,1
1573,22-23,240 ETSEIB,Sabadell,8205,1
1574,22-23,240 ETSEIB,Sabadell,8206,4
1575,22-23,240 ETSEIB,Sabadell,8207,2
1576,22-23,240 ETSEIB,Sabadell,8208,1
1577,22-23,240 ETSEIB,Sallent,8650,1
1578,22-23,240 ETSEIB,Salt,17190,1
1579,22-23,240 ETSEIB,San Cristó,38208,1
1580,22-23,240 ETSEIB,Sant Adrià,8930,3
1581,22-23,240 ETSEIB,Sant Andre,8392,9
1582,22-23,240 ETSEIB,Sant Andre,8740,5
1583,22-23,240 ETSEIB,Sant Anton,8459,2
1584,22-23,240 ETSEIB,Sant Boi d,8830,21
1585,22-23,240 ETSEIB,Sant Celon,8470,1
1586,22-23,240 ETSEIB,Sant Clime,8849,4
1587,22-23,240 ETSEIB,Sant Cugat,8172,45
1588,22-23,240 ETSEIB,Sant Cugat,8173,63
1589,22-23,240 ETSEIB,Sant Cugat,8174,3
1590,22-23,240 ETSEIB,Sant Cugat,8192,1
1591,22-23,240 ETSEIB,Sant Cugat,8195,31
1592,22-23,240 ETSEIB,Sant Cugat,8196,2
1593,22-23,240 ETSEIB,Sant Cugat,8197,16
1594,22-23,240 ETSEIB,Sant Cugat,8198,3
1595,22-23,240 ETSEIB,Sant Cugat,8798,2
1596,22-23,240 ETSEIB,Sant Estev,8461,1
1597,22-23,240 ETSEIB,Sant Estev,8635,4
1598,22-23,240 ETSEIB,Sant Feliu,8014,1
1599,22-23,240 ETSEIB,Sant Feliu,8980,48
1600,22-23,240 ETSEIB,Sant Fost ,8105,9
1601,22-23,240 ETSEIB,Sant Fruit,8272,1
1602,22-23,240 ETSEIB,Sant Grego,17150,1
1603,22-23,240 ETSEIB,Sant Hipòl,8512,1
1604,22-23,240 ETSEIB,Sant Joan ,8250,1
1605,22-23,240 ETSEIB,Sant Joan ,8970,25
1606,22-23,240 ETSEIB,Sant Julià,8504,3
1607,22-23,240 ETSEIB,Sant Just ,8960,36
1608,22-23,240 ETSEIB,Sant Llore,8791,2
1609,22-23,240 ETSEIB,Sant Martí,8028,1
1610,22-23,240 ETSEIB,Sant Martí,8592,2
1611,22-23,240 ETSEIB,Sant Martí,8731,1
1612,22-23,240 ETSEIB,Sant Pere ,8458,1
1613,22-23,240 ETSEIB,Sant Pere ,8776,1
1614,22-23,240 ETSEIB,Sant Pere ,8810,4
1615,22-23,240 ETSEIB,Sant Pere ,8812,2
1616,22-23,240 ETSEIB,Sant Pol d,8395,2
1617,22-23,240 ETSEIB,Sant Quirz,8192,12
